Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Bike Cadence,Max Bike Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Grit,Flow,Total Strokes,Total Reps,Total Sets,Total Routes,Climb Time,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Total Runs,Longest Run,Max Speed,Active Time,Total Run Distance,Avg Run Speed,Moving Time,Elapsed Time,Min Elevation,Max Elevation
"Cross Country Skate Skiing,2024-04-06 18:02:40,false,""Jyvaskyla Cross Country Skate Skiing"",""8.73"",""302"",""00:38:21"",""117"",""159"",""2.0"",""--"",""--"",""13.7"",""39.0"",""111"",""115"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:02:45.0"",""6"",""--"",""16"",""12"",""19"",""--"",""--"",""--"",""--"",""--"",""--"",""00:36:15"",""00:38:50"",""194"",""239"""
"Padel,2024-04-06 10:40:01,false,""Padel"",""0.38"",""858"",""01:22:39"",""147"",""176"",""3.5"",""17"",""231"",""0.3"",""12.2"",""--"",""--"",""0.26"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:00:01.1"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:06:29"",""01:22:39"",""--"",""--"""
"Padel,2024-04-05 17:37:58,false,""Padel"",""0.14"",""673"",""01:23:07"",""129"",""159"",""2.5"",""14"",""225"",""0.1"",""6.7"",""--"",""--"",""0.12"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:23:07"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:36"",""01:23:07"",""--"",""--"""
"Padel,2024-04-04 17:08:48,false,""Padel"",""0.17"",""674"",""01:33:58"",""124"",""174"",""2.7"",""9"",""238"",""0.1"",""9.7"",""--"",""--"",""0.21"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:33:58"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:01:34"",""01:33:58"",""--"",""--"""
"Padel,2024-04-04 09:05:44,false,""Padel"",""0.27"",""1,144"",""01:53:55"",""147"",""184"",""4.0"",""13"",""225"",""0.1"",""14.9"",""--"",""--"",""0.18"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:53:55"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:05:33"",""01:53:55"",""--"",""--"""
"Cross Country Skate Skiing,2024-04-03 18:34:54,false,""Kuopio Cross Country Skate Skiing"",""11.62"",""509"",""00:58:01"",""129"",""175"",""2.4"",""--"",""--"",""12.0"",""38.9"",""282"",""280"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:01:30.0"",""8"",""--"",""32"",""16"",""42"",""--"",""--"",""--"",""--"",""--"",""--"",""00:54:55"",""00:58:01"",""120"",""229"""
"Cross Country Classic Skiing,2024-04-01 15:13:03,false,""Kuopio Cross Country Classic Skiing"",""1.93"",""184"",""00:49:03"",""87"",""114"",""0.2"",""--"",""--"",""2.4"",""6.3"",""25"",""26"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:08:47.9"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:36:56"",""00:49:03"",""186"",""207"""
"Strength Training,2024-04-01 11:38:35,false,""Strength Training"",""0.00"",""120"",""00:33:17"",""85"",""108"",""0.1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:00:03.2"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:00:00"",""00:45:10"",""--"",""--"""
"Running,2024-04-01 11:18:39,false,""Running"",""1.61"",""102"",""00:11:20"",""120"",""133"",""1.0"",""161"",""170"",""7:03"",""6:01"",""1"",""--"",""0.90"",""9.5"",""8.6"",""279"",""--"",""246"",""0.0"",""236"",""296"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:00:01.4"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:10:51"",""00:11:20"",""124"",""126"""
"Cross Country Skate Skiing,2024-03-31 14:50:28,false,""Kuopio Cross Country Skate Skiing"",""12.73"",""556"",""01:19:41"",""118"",""173"",""2.1"",""--"",""--"",""9.6"",""41.8"",""227"",""235"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:07:11.8"",""8"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""01:14:42"",""01:19:41"",""94"",""189"""
"Padel,2024-03-30 13:04:47,false,""Padel"",""0.16"",""563"",""01:43:08"",""109"",""155"",""2.0"",""11"",""231"",""0.1"",""11.6"",""--"",""--"",""0.13"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:43:08"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:42"",""01:43:08"",""--"",""--"""
"Padel,2024-03-29 12:59:24,false,""Padel"",""0.18"",""696"",""01:31:58"",""126"",""155"",""2.4"",""15"",""225"",""0.1"",""11.7"",""--"",""--"",""0.14"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:31:58"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:18"",""01:31:58"",""--"",""--"""
"Padel,2024-03-28 17:01:41,false,""Padel"",""0.16"",""780"",""01:29:00"",""130"",""170"",""2.8"",""11"",""250"",""0.1"",""20.3"",""--"",""--"",""0.16"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:29:00"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:01:57"",""01:29:00"",""--"",""--"""
"Cross Country Skate Skiing,2024-03-27 17:02:00,false,""Kuopio Cross Country Skate Skiing"",""8.46"",""575"",""00:54:11"",""142"",""174"",""3.1"",""--"",""--"",""9.4"",""36.2"",""210"",""198"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:02:22.2"",""6"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:50:43"",""00:54:11"",""101"",""189"""
"Padel,2024-03-26 21:08:56,false,""Padel"",""0.24"",""1,069"",""01:56:46"",""142"",""181"",""3.6"",""13"",""244"",""0.1"",""11.1"",""--"",""--"",""0.15"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:00:00.6"",""3"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:04:01"",""01:56:46"",""--"",""--"""
"Running,2024-03-26 15:31:09,false,""Kuopio Running"",""10.84"",""761"",""01:08:04"",""135"",""151"",""3.1"",""166"",""178"",""6:17"",""5:15"",""102"",""81"",""0.96"",""9.1"",""8.7"",""271"",""6:13"",""285"",""0.0"",""279"",""380"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:07:24.6"",""7"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""01:07:59"",""01:13:00"",""85"",""114"""
"Padel,2024-03-24 12:25:20,false,""Padel"",""0.31"",""1,276"",""02:28:46"",""138"",""173"",""3.6"",""14"",""231"",""0.1"",""6.4"",""--"",""--"",""0.15"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""02:28:46"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:17"",""02:30:45"",""--"",""--"""
"Walking,2024-03-23 10:30:11,false,""Helsinki Walking"",""4.39"",""261"",""00:58:15"",""80"",""102"",""0.4"",""104"",""128"",""13:16"",""6:41"",""21"",""25"",""0.73"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:00:11.2"",""4"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:54:24"",""00:58:15"",""8"",""26"""
"Padel,2024-03-21 17:07:17,false,""Padel"",""0.13"",""842"",""01:24:03"",""142"",""186"",""3.5"",""16"",""231"",""0.1"",""6.8"",""--"",""--"",""0.10"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:00:01.3"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:00:49"",""01:24:03"",""--"",""--"""
"Cycling,2024-03-21 16:10:50,false,""Jyvaskyla Cycling"",""5.31"",""155"",""00:19:50"",""115"",""143"",""0.9"",""--"",""--"",""16.1"",""30.7"",""50"",""53"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:19:50"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:19:26"",""00:30:12"",""87"",""120"""
"Cross Country Skate Skiing,2024-03-20 20:04:54,false,""Kuopio Cross Country Skate Skiing"",""5.97"",""219"",""00:36:02"",""105"",""154"",""0.8"",""--"",""--"",""9.9"",""31.7"",""126"",""131"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:06:18.7"",""4"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:32:19"",""00:36:02"",""97"",""146"""
"Walking,2024-03-18 16:52:48,false,""Jyvaskyla Walking"",""2.78"",""168"",""00:39:47"",""77"",""95"",""0.3"",""96"",""142"",""14:18"",""7:23"",""29"",""39"",""0.74"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:19:35"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:33:25"",""00:39:47"",""92"",""119"""
"Padel,2024-03-17 14:02:10,false,""Padel"",""0.20"",""538"",""01:18:11"",""117"",""159"",""2.4"",""13"",""214"",""0.2"",""8.9"",""--"",""--"",""0.19"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:18:11"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:27"",""01:18:11"",""--"",""--"""
"Padel,2024-03-16 12:20:26,false,""Padel"",""0.34"",""1,059"",""02:00:19"",""137"",""174"",""3.1"",""17"",""240"",""0.2"",""14.3"",""--"",""--"",""0.17"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""02:00:19"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:05:52"",""02:10:52"",""--"",""--"""
"Bouldering,2024-03-15 17:00:30,false,""Bouldering"",""--"",""31"",""00:11:24"",""74"",""110"",""0.1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""1"",""11:23"",""--"",""No"",""00:11:24"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:00:00"",""00:58:23"",""--"",""--"""
"Skating,2024-03-13 17:14:05,false,""Kuopio Skating"",""7.61"",""189"",""00:34:06"",""103"",""133"",""0.6"",""--"",""--"",""13.4"",""25.4"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:34:06"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:33:39"",""00:34:06"",""--"",""--"""
"Padel,2024-03-12 21:07:51,false,""Padel"",""0.16"",""530"",""01:34:46"",""110"",""156"",""2.0"",""13"",""225"",""0.1"",""9.6"",""--"",""--"",""0.13"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:34:46"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:33"",""01:34:46"",""--"",""--"""
"Running,2024-03-12 16:52:33,false,""Kuopio Running"",""5.49"",""375"",""00:35:30"",""124"",""155"",""2.2"",""160"",""231"",""6:28"",""2:36"",""51"",""45"",""0.98"",""9.2"",""8.9"",""276"",""6:17"",""289"",""0.0"",""274"",""645"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:04:01.9"",""4"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:34:52"",""01:09:11"",""97"",""118"""
"Padel,2024-03-10 13:11:00,false,""Padel"",""0.25"",""1,067"",""01:48:42"",""148"",""189"",""3.8"",""14"",""250"",""0.1"",""13.4"",""--"",""--"",""0.16"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:48:42"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:04:47"",""01:48:42"",""--"",""--"""
"Walking,2024-03-08 17:40:24,false,""Jyvaskyla Walking"",""2.57"",""165"",""00:29:12"",""92"",""113"",""0.5"",""114"",""196"",""11:23"",""8:38"",""47"",""44"",""0.77"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:13:09"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:26:17"",""00:29:12"",""100"",""128"""
"Padel,2024-03-08 15:35:46,false,""Padel"",""0.22"",""637"",""01:24:58"",""126"",""162"",""2.3"",""17"",""219"",""0.2"",""6.1"",""--"",""--"",""0.15"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:24:58"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:04:50"",""01:24:58"",""--"",""--"""
"Padel,2024-03-07 17:38:54,false,""Padel"",""0.14"",""793"",""01:22:16"",""144"",""182"",""3.4"",""13"",""245"",""0.1"",""11.2"",""--"",""--"",""0.13"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:22:16"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:04:47"",""01:22:16"",""--"",""--"""
"Cross Country Skate Skiing,2024-03-06 17:31:51,false,""Kuopio Cross Country Skate Skiing"",""13.23"",""526"",""01:05:10"",""125"",""168"",""2.3"",""--"",""--"",""12.2"",""32.8"",""168"",""175"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:02:34.4"",""9"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""01:00:04"",""01:05:10"",""95"",""144"""
"Padel,2024-03-03 13:08:22,false,""Padel"",""0.24"",""918"",""01:59:07"",""133"",""176"",""3.1"",""15"",""250"",""0.1"",""12.7"",""--"",""--"",""0.14"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:59:07"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:05:28"",""01:59:07"",""--"",""--"""
"Padel,2024-03-02 12:02:35,false,""Padel"",""0.22"",""787"",""01:23:50"",""136"",""175"",""3.2"",""15"",""227"",""0.2"",""18.8"",""--"",""--"",""0.18"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:00:00.6"",""3"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:04:29"",""01:23:50"",""--"",""--"""
"Cross Country Skate Skiing,2024-03-02 09:46:01,false,""Jyvaskyla Cross Country Skate Skiing"",""8.74"",""346"",""00:40:05"",""125"",""165"",""2.2"",""--"",""--"",""13.1"",""36.6"",""113"",""113"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:03:02.9"",""6"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:39:06"",""00:40:05"",""194"",""238"""
"Padel,2024-03-01 18:58:19,false,""Padel"",""0.09"",""428"",""00:40:08"",""141"",""171"",""2.7"",""16"",""207"",""0.1"",""6.8"",""--"",""--"",""0.14"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:40:08"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:17"",""00:40:08"",""--"",""--"""
"Padel,2024-03-01 10:21:02,false,""Padel"",""0.14"",""593"",""01:19:29"",""125"",""170"",""2.4"",""11"",""214"",""0.1"",""6.5"",""--"",""--"",""0.17"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:19:29"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:43"",""01:19:29"",""--"",""--"""
"Padel,2024-02-29 09:03:02,false,""Padel"",""0.18"",""1,065"",""01:57:18"",""138"",""172"",""3.2"",""14"",""240"",""0.1"",""7.4"",""--"",""--"",""0.11"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:57:18"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:04:00"",""01:57:18"",""--"",""--"""
"Padel,2024-02-27 08:05:32,false,""Padel"",""0.20"",""558"",""01:27:28"",""118"",""164"",""2.0"",""14"",""225"",""0.1"",""13.8"",""--"",""--"",""0.16"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:27:28"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:37"",""01:27:29"",""--"",""--"""
"Padel,2024-02-25 13:16:19,false,""Padel"",""0.30"",""1,747"",""03:19:27"",""148"",""182"",""4.4"",""12"",""243"",""0.1"",""11.2"",""--"",""--"",""0.12"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""03:19:27"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:05:45"",""03:19:27"",""--"",""--"""
"Padel,2024-02-24 10:06:14,false,""Padel"",""0.22"",""831"",""01:47:17"",""131"",""181"",""3.1"",""12"",""231"",""0.1"",""12.0"",""--"",""--"",""0.18"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:47:17"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:04:51"",""01:47:17"",""--"",""--"""
"Padel,2024-02-23 20:06:08,false,""Padel"",""0.09"",""730"",""01:25:32"",""135"",""175"",""2.9"",""12"",""231"",""0.1"",""6.1"",""--"",""--"",""0.09"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:25:32"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:12"",""01:25:32"",""--"",""--"""
"Padel,2024-02-23 10:15:04,false,""Padel"",""0.15"",""750"",""01:27:19"",""134"",""176"",""3.0"",""13"",""227"",""0.1"",""7.8"",""--"",""--"",""0.13"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:27:19"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:28"",""01:27:19"",""--"",""--"""
"Padel,2024-02-22 09:11:09,false,""Padel"",""0.19"",""1,067"",""01:38:40"",""154"",""184"",""4.1"",""10"",""240"",""0.1"",""11.0"",""--"",""--"",""0.20"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:38:40"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:23"",""01:38:40"",""--"",""--"""
"Resort Skiing,2024-02-21 18:21:13,false,""Kuopio Resort Skiing"",""6.48"",""586"",""00:59:57"",""138"",""173"",""3.0"",""--"",""--"",""13.1"",""37.3"",""273"",""233"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:03:53.9"",""6"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:57:22"",""00:59:57"",""121"",""220"""
"Padel,2024-02-18 16:40:00,false,""Jyvaskyla Padel"",""5.25"",""650"",""01:28:52"",""126"",""160"",""2.5"",""13"",""214"",""3.5"",""67.7"",""--"",""--"",""4.45"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:28:52"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:53:18"",""01:28:52"",""--"",""--"""
"Resort Skiing,2024-02-18 09:10:04,false,""Tampere Resort Skiing"",""7.87"",""636"",""02:08:12"",""103"",""150"",""0.8"",""--"",""--"",""3.7"",""7.6"",""22"",""7"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""02:08:12"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""01:59:38"",""02:21:09"",""93"",""115"""
"Resort Skiing,2024-02-17 15:18:25,false,""Tampere Resort Skiing"",""7.46"",""524"",""01:57:24"",""97"",""127"",""0.5"",""--"",""--"",""3.8"",""9.6"",""14"",""25"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:57:24"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""01:49:34"",""02:17:48"",""86"",""100"""
"Padel,2024-02-15 18:21:01,false,""Padel"",""0.05"",""364"",""00:40:26"",""130"",""161"",""2.2"",""12"",""200"",""0.1"",""11.4"",""--"",""--"",""0.10"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:40:26"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:00:50"",""00:40:26"",""--"",""--"""
"Padel,2024-02-13 15:33:29,false,""Padel"",""0.21"",""756"",""01:26:55"",""138"",""170"",""3.0"",""17"",""227"",""0.1"",""12.5"",""--"",""--"",""0.14"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:26:55"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:37"",""01:26:55"",""--"",""--"""
"Padel,2024-02-11 10:14:19,false,""Padel"",""0.59"",""230"",""00:24:38"",""128"",""161"",""2.0"",""60"",""158"",""1.4"",""5.9"",""--"",""--"",""0.40"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:24:38"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:08:40"",""00:24:38"",""--"",""--"""
"Resort Skiing,2024-02-10 14:36:49,false,""Oulu Resort Skiing"",""6.96"",""397"",""00:48:35"",""123"",""159"",""2.2"",""--"",""--"",""9.4"",""16.4"",""26"",""31"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:48:35"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:46:11"",""00:50:07"",""-5"",""3"""
"Padel,2024-02-09 10:05:11,false,""Padel"",""0.15"",""632"",""01:27:28"",""122"",""154"",""2.2"",""11"",""238"",""0.1"",""8.0"",""--"",""--"",""0.15"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:27:28"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:09"",""01:27:29"",""--"",""--"""
"Padel,2024-02-08 20:31:56,false,""Padel"",""0.19"",""819"",""01:32:53"",""137"",""174"",""3.0"",""14"",""240"",""0.1"",""13.3"",""--"",""--"",""0.14"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:32:53"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:05:18"",""01:32:53"",""--"",""--"""
